Start Date,End Data,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Consent_1,Consent_2,Consent_3,Consent_4,Consent_5,ProlificID,COMP_111,COMP_112,Incorrect_11,COMP_121,COM_122,Incorrect_12,ASOCIAL_1,ASOCIAL_2,ASOCIAL_3,ASOCIAL_4,ASOCIAL_5,ASOCIAL_6,ASOCIAL_7,ASOCIAL_8,ASOCIAL_9,ASOCIAL_10,ASOCIAL_11,Sum_risk,Threshold,Zero Count,Intransitive,COMP_211,COMP_212,Incorrect_21,COMP_221,COMP_222,Incorrect_22,SOCIAL_1,SOCIAL_2,SOCIAL_3,SOCIAL_4,SOCIAL_5,SOCIAL_6,SOCIAL_7,SOCIAL_8,SOCIAL_9,SOCIAL_10,SOCIAL_11,Sum_risk,Threshold,Zero Count,Intransitive,Real,Similar,resp,Age,Gender,Country_home,City_home
43990.54436,43990.54733,IP Address,100,256,TRUE,43990.54734,R_2V7xFO6bP7T5Uxw,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c755dae2dc85100015025b2,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,2,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,2,0,1,5,5c755dae2dc85100015025b2,26,Male,Yes,No
43990.75578,43990.76059,IP Address,100,415,TRUE,43990.76062,R_3dYzKXiQ1TwetVX,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c78094037432100181302a1,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,1,1,1,1,1,1,1,7,5,5,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,5,5c78094037432100181302a1,64,Female,Yes,Yes
43991.51797,43991.51991,IP Address,100,166,TRUE,43991.51991,R_3EnGsqfkkHPJhGF,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c7cf048cdb6aa001667f664,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,2,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,1,1,1,1,1,1,6,6,6,0,5,5,5c7cf048cdb6aa001667f664,19,Male,Yes,Yes
43990.77721,43990.78075,IP Address,100,306,TRUE,43990.78076,R_31j80GH4DNkqgMh,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c7e7970efcd55000105a686,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,4,5c7e7970efcd55000105a686,28,Female,Yes,Yes
43991.41553,43991.41931,IP Address,100,326,TRUE,43991.41932,R_1qaqOYHVFnMU6dM,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c7fd8ec0ce9a10015fb5ed3,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,7,0,4,3,5c7fd8ec0ce9a10015fb5ed3,38,Female,Yes,Yes
43990.54337,43990.54747,IP Address,100,354,TRUE,43990.54747,R_3hloAzNAl40KE1l,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c8249601a83510001606ecd,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,1,1,1,1,1,1,1,1,1,9,3,3,0,4,2,5c8249601a83510001606ecd,21,Male,Yes,Yes
43990.54981,43990.55184,IP Address,100,175,TRUE,43990.55185,R_2aepRQzN0qJbDdI,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c87baccd7c01f001660dcd8,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,2,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,3,3,5c87baccd7c01f001660dcd8,25,Male,No,No
43990.65001,43990.65356,IP Address,100,307,TRUE,43990.65358,R_2zo9APZ70TiAyA9,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c8942ff42ff490015c7e32e,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,0,1,1,2,10,10,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,2,0,5,4,5c8942ff42ff490015c7e32e,29,Male,Yes,Yes
43990.58536,43990.58943,IP Address,100,352,TRUE,43990.58944,R_1lnSwwUJScIDwcl,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c8eb5abb828c80001fde692,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,1,1,1,1,1,1,1,7,5,5,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,7,0,1,1,5c8eb5abb828c80001fde692,27,Male,Yes,Yes
43990.5442,43990.5463,IP Address,100,181,TRUE,43990.5463,R_UaS7aOr0jE1F2N3,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c8f7f2954e77c001654db64,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,1,1,1,1,4,8,8,0,2,3,5c8f7f2954e77c001654db64,23,Male,Yes,Yes
43990.77457,43990.77715,IP Address,100,223,TRUE,43990.77717,R_3fWf5dJv2DAWPpI,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c8fc1124ba2a40001dfa054,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,1,1,1,1,1,1,1,1,1,1,1,11,1,1,0,5,1,5c8fc1124ba2a40001dfa054,25,Female,Yes,Yes
43990.54502,43990.54719,IP Address,100,187,TRUE,43990.5472,R_1H8iuVpNLUHTU3e,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c91e7faf4858d0012689e50,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,7,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,7,0,4,4,5c91e7faf4858d0012689e50,22,Male,No,No
43990.68372,43990.6865,IP Address,100,240,TRUE,43990.68651,R_1rNFsepWzM1ClK2,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c92348400cbd900157d4297,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,7,0,4,2,5c92348400cbd900157d4297,26,Female,Yes,No
43990.5901,43990.59309,IP Address,100,258,TRUE,43990.5931,R_1CyCiMVqNXNo4W8,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c929a00e2826c0017166719,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,2,0,4,5,5c929a00e2826c0017166719,22,Male,No,No
43990.69082,43990.69384,IP Address,100,260,TRUE,43990.69385,R_3e8KEqJVhko818q,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c92ad86830b0b000163c35f,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,7,0,5,4,5c92ad86830b0b000163c35f,25,Male,Yes,Yes
43990.87856,43990.88176,IP Address,100,275,TRUE,43990.88176,R_2zBblfIwa4bTDUv,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c94ee77c70dc500019c7f0f,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,1,1,1,1,1,1,1,7,5,5,0,3,1,5c94ee77c70dc500019c7f0f,36,Male,Yes,Yes
43990.57291,43990.57726,IP Address,100,375,TRUE,43990.57727,R_1ghcsrOrk6QPaLf,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c95739811a9f500137cbf05,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,5,5c95739811a9f500137cbf05,26,Male,Yes,Yes
43991.79231,43991.79595,IP Address,100,314,TRUE,43991.79596,R_3jcxnOzdwMfDSn4,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c9a1d3c732b420001bfa60f,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,0,1,1,2,10,10,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,3,4,5c9a1d3c732b420001bfa60f,22,Male,Yes,Yes
43990.61831,43990.62556,IP Address,100,626,TRUE,43990.62557,R_2lsBsU2D1sqnlVD,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c9c0dd4f8c3ec00018b9985,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,1,0,1,1,0,1,1,1,1,1,8,2,4,1,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,1,1,1,1,1,1,1,1,8,4,4,0,5,5,5c9c0dd4f8c3ec00018b9985,53,Female,Yes,Yes
43990.57181,43990.57505,IP Address,100,279,TRUE,43990.57505,R_2CNY8zGUy7d1eMR,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c9cbbada071ec00199a7e56,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,7,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,1,1,1,1,1,1,1,1,8,4,4,0,4,4,5c9cbbada071ec00199a7e56,31,Male,Yes,Yes
43990.63616,43990.63874,IP Address,100,223,TRUE,43990.63875,R_2bJE90Am2hxNauW,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c9f36824563540012472fc5,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,1,1,1,1,1,1,1,7,5,5,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,1,1,1,1,1,1,1,1,8,4,4,0,1,3,5c9f36824563540012472fc5,19,Male,Yes,Yes
43990.67475,43990.67727,IP Address,100,218,TRUE,43990.67728,R_2XgL6ZrTaBTcyVq,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ca1fe95c977ef0016546ffc,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,4,5ca1fe95c977ef0016546ffc,25,Female,Yes,Yes
43990.5437,43990.54852,IP Address,100,416,TRUE,43990.54853,R_3nHSqrKZxrzwHfj,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ca335e948f78e0018fdb131,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,4,5ca335e948f78e0018fdb131,22,Male,Yes,Yes
43991.81273,43991.81655,IP Address,100,330,TRUE,43991.81656,R_3M5JrnfrMbEduGd,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ca87fb236a495001765efef,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,1,1,1,1,1,1,1,1,1,1,1,11,1,1,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,1,4,5ca87fb236a495001765efef,27,Female,Yes,Yes
43990.55251,43990.55576,IP Address,100,280,TRUE,43990.55577,R_1BXHpkl63ateaCg,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ca88352e622220011fb733c,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,1,1,1,1,1,1,6,6,6,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,0,0,1,1,2,10,10,0,5,5,5ca88352e622220011fb733c,52,Male,Yes,Yes
43990.54709,43990.55088,IP Address,100,327,TRUE,43990.55089,R_sLLXabzAOlvHpzr,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5caccaed2f93d700157b4782,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,1,1,1,1,1,1,6,6,6,0,5,2,5caccaed2f93d700157b4782,22,Male,Yes,Yes
43990.54436,43990.54723,IP Address,100,247,TRUE,43990.54724,R_1DMeGY4OigDqHSG,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cad063d22389a0017fa6d7e,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,1,1,1,1,1,1,1,7,5,5,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,1,1,1,1,1,1,1,7,5,5,0,1,3,5cad063d22389a0017fa6d7e,22,Female,Yes,Yes
43990.5424,43990.54653,IP Address,100,357,TRUE,43990.54654,R_3jZGQcSV1P4xGPl,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cb4f4ec46ed130001d15b05,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,1,0,1,0,0,1,0,1,1,5,3,7,1,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,1,0,1,1,1,1,0,0,1,1,7,2,5,1,5,4,5cb4f4ec46ed130001d15b05,52,Female,Yes,Yes
43990.54672,43990.55056,IP Address,100,330,TRUE,43990.55063,R_RISbTurWAPof4fn,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cbd6ada6ec85f0001b8359a,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,1,1,1,1,4,8,8,0,3,2,5cbd6ada6ec85f0001b8359a,31,Female,Yes,Yes
43990.55421,43990.55736,IP Address,100,272,TRUE,43990.55737,R_10ZNsn79qAmWVat,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cbf32bb73d3da001603d101,£1.00 ,£1.00 ,2,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,1,1,1,1,1,1,6,6,6,0,£0.50 ,,0,£0.75 ,£0.75 ,2,0,1,1,1,1,1,1,1,1,1,1,10,2,2,0,3,4,5cbf32bb73d3da001603d101,36,Male,Yes,No
43990.66587,43990.66742,IP Address,100,134,TRUE,43990.66743,R_3ekuQGwadxNLPHA,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cbf7efc33c9c70017d49c79,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,7,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,7,0,5,4,5cbf7efc33c9c70017d49c79,26,Female,Yes,No
43990.5433,43990.54595,IP Address,100,228,TRUE,43990.54596,R_czPKVzCSvosHHUd,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cc0e3917dc8e10001a366d5,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,1,0,1,1,1,1,1,6,5,6,1,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,1,0,1,1,1,1,1,6,5,6,1,4,3,5cc0e3917dc8e10001a366d5,24,Female,No,No
43990.54748,43990.54972,IP Address,100,193,TRUE,43990.54973,R_21hrXzWjfY12bqR,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cc180984d7d8d001858d5e2,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,1,1,1,1,0,1,5,6,7,1,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,2,0,5,3,5cc180984d7d8d001858d5e2,33,Male,Yes,Yes
43990.65759,43990.65984,IP Address,100,194,TRUE,43990.65985,R_6PZ4UJNTSWarYch,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cc555d346fb4500171c0a9e,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,7,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,2,5cc555d346fb4500171c0a9e,20,Male,Yes,Yes
43990.66605,43990.66917,IP Address,100,268,TRUE,43990.66917,R_UWmS3d9PlQJCTQt,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cc711597ebbc0000133168e,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,1,1,1,1,4,8,8,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,7,0,3,4,5cc711597ebbc0000133168e,26,Female,Yes,Yes
43990.56104,43990.56859,IP Address,100,652,TRUE,43990.5686,R_SVrisYtmhJm4kOB,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cc888ae085b98001620bf4d,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,0,1,0,1,10,11,1,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,4,5,5cc888ae085b98001620bf4d,28,Female,Yes,Yes
43990.54666,43990.54872,IP Address,100,178,TRUE,43990.54873,R_3ELKsbjEoCzYoGU,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ccc758ab11510001584a1af,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,1,5,5ccc758ab11510001584a1af,25,Male,Yes,Yes
43991.62359,43991.62553,IP Address,100,168,TRUE,43991.62555,R_2ckCDrTPloE43Wb,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cd05a9f7729fd001ddeec86,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,1,1,1,1,1,1,1,7,5,5,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,0,0,0,1,1,11,11,0,1,5,5cd05a9f7729fd001ddeec86,25,Male,Yes,Yes
43990.54649,43990.54899,IP Address,100,215,TRUE,43990.549,R_2BlICvMzSRkeKzQ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cd07e08db3fce00135afd9c,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,7,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,1,1,1,1,1,1,1,1,1,1,1,11,1,1,0,5,4,5cd07e08db3fce00135afd9c,22,Male,Yes,Yes
43990.6631,43990.66649,IP Address,100,293,TRUE,43990.6665,R_25L3vZloB7Td0bp,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cd2d98d2cb472000158ff63,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,2,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,1,1,1,1,1,1,1,1,1,0,9,2,3,1,2,3,5cd2d98d2cb472000158ff63,31,Female,Yes,Yes
43990.54579,43990.55403,IP Address,100,711,TRUE,43990.55403,R_2UW3XA1u58GXjvr,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cd49e03b5f539000154efe7,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,1,1,1,1,1,1,1,1,1,1,1,11,1,1,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,7,0,5,1,5cd49e03b5f539000154efe7,39,Female,Yes,Yes
43990.5465,43990.5484,IP Address,100,163,TRUE,43990.54841,R_3aYeSMXIhy45VqF,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cd6eba26834a6001746b667,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,0,0,1,1,11,11,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,4,5cd6eba26834a6001746b667,28,Male,Yes,Yes
43990.54442,43990.54716,IP Address,100,237,TRUE,43990.54718,R_eP6QW1dxazA2R7r,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cd7dc7a0f0de600018e760b,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,7,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,1,1,1,1,1,1,6,6,6,0,5,3,5cd7dc7a0f0de600018e760b,47,Female,Yes,Yes
43990.64611,43990.64872,IP Address,100,225,TRUE,43990.64873,R_wLYNM2MBuxIkEbD,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cd9c6c4baa5180001f09783,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,0,0,1,1,11,11,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,1,1,1,1,1,1,6,6,6,0,3,3,5cd9c6c4baa5180001f09783,26,Male,Yes,Yes
43990.56807,43990.57164,IP Address,100,309,TRUE,43990.57165,R_2vcuoSD6tO7H1l1,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cdd7d9f83e768001952c3d6,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,0,0,1,1,11,11,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,1,1,1,1,1,1,1,1,1,9,3,3,0,4,2,5cdd7d9f83e768001952c3d6,25,Male,Yes,Yes
43990.54806,43990.55064,IP Address,100,222,TRUE,43990.55064,R_1f6MSDI0P4MaQGK,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ce2998fc0732800014c0332,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,9,0,3,2,5ce2998fc0732800014c0332,20,Male,Yes,Yes
43990.55641,43990.56235,IP Address,100,513,TRUE,43990.56236,R_1OGZRnVAuj8OgZ4,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ce2d3e491250a00018e04f4,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,0,1,1,2,10,10,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,2,5ce2d3e491250a00018e04f4,50,Female,Yes,Yes
43990.55199,43990.55397,IP Address,100,171,TRUE,43990.55398,R_1IAS4SP5pir97dG,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ce3d1511749aa001a72b43d,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,0,0,0,0,0,0,0,0,0,1,1,11,11,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,2,0,3,3,5ce3d1511749aa001a72b43d,19,Male,Yes,No
43990.6134,43990.61688,IP Address,100,300,TRUE,43990.61689,R_1A1WMavcds0BtPb,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ce3f5a3527fb40019cbf2c0,£0.50 ,,0,I might get £0.55 but I might also get £0.00.,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,2,0,£0.50 ,,0,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,0,0,1,1,1,1,4,8,8,0,3,5,5ce3f5a3527fb40019cbf2c0,35,Female,Yes,Yes
